timestamp,cpu_energy_consumed,gpu_energy_consumed,ram_energy_consumed,total_consumption
2023-06-28 10:25:37.250674,0.0005240987464785576,0.0002580626677364773,4.2417236586203445e-06,0.0007864031378736553
2023-06-28 10:25:50.608596,0.0009415270388126374,0.0004644734126080407,8.825317037617519e-06,0.0014148257684582957
2023-06-28 10:26:05.569250,0.0014090387374162674,0.0007844367147645686,1.6808852351841873e-05,0.002210284304532678
2023-06-28 10:26:20.598781,0.0018787048161029816,0.0011229141013822292,2.610480656889564e-05,0.0030277237240541066
2023-06-28 10:26:35.606645,0.002347693033516407,0.0014670544758868219,3.538797574684281e-05,0.003850135485150072
2023-06-28 10:26:50.610428,0.0028165543898940088,0.0018106987197089198,4.466820155255505e-05,0.004671921311155484
2023-06-28 10:27:05.605955,0.0032851571664214135,0.002159179589560297,5.39493662788442e-05,0.005498286122260556
2023-06-28 10:27:20.612225,0.0037540933787822725,0.002500622054988411,6.323389064001276e-05,0.006317949324410696
2023-06-28 10:27:35.608049,0.00422270629554987,0.0028458452758304944,7.251477208692677e-05,0.00714106634346729
2023-06-28 10:27:50.607291,0.004691424697637558,0.003186122003425691,8.179858170010638e-05,0.007959345282763356
2023-06-28 10:28:05.607907,0.005160185255110264,0.0035289373722039996,9.108333539349475e-05,0.008780205962707758
2023-06-28 10:28:20.608696,0.005628953702747822,0.003875043635537691,0.00010036802641458509,0.0096043653647001
2023-06-28 10:28:35.611360,0.006097778484225273,0.0042178780746142735,0.00010965255363549433,0.010425309112475044
2023-06-28 10:28:50.615759,0.006566656686365604,0.004565141011976269,0.00011893575304839602,0.011250733451390271
2023-06-28 10:29:05.573407,0.007034076288342475,0.004886062275304463,0.00012821657163087253,0.012048355135277813
2023-06-28 10:29:20.579072,0.00750299635529518,0.005208228456514345,0.0001375241509377588,0.012848748962747287
2023-06-28 10:29:35.618096,0.007972956910729407,0.005553041999908619,0.0001468288722959812,0.01367282778293401
2023-06-28 10:29:50.607808,0.008441378980875014,0.005893137044213944,0.00015610948393381477,0.014490625509022775
2023-06-28 10:30:05.613884,0.008910312302410602,0.006239363895239101,0.00016539676288011303,0.01531507296052982
2023-06-28 10:30:20.616608,0.009379140101373196,0.00657825463637703,0.000174680518105093,0.01613207525585532
2023-06-28 10:30:35.618511,0.009847939252853393,0.006920695460196137,0.000183962941948098,0.01695259765499763
2023-06-28 10:30:50.618933,0.010316693730652332,0.007262368818562362,0.00019324441820647623,0.01777230696742117
2023-06-28 10:31:05.630052,0.01078578158468008,0.007610146345902284,0.0002025259042028277,0.01859845383478519
2023-06-28 10:31:20.617419,0.011254124216735363,0.007954803748230273,0.0002118008109369645,0.019420728775902597
2023-06-28 10:31:35.622933,0.011723039239645005,0.008296204769389564,0.0002210840127515807,0.020240328021786144
2023-06-28 10:31:50.619519,0.012191670723259449,0.008642534789712495,0.00023036415203962275,0.021064569665011565
2023-06-28 10:32:05.642186,0.012661118067800998,0.008987797827591763,0.00023964683954020606,0.021888562734932965
2023-06-28 10:32:20.581616,0.013127968356013297,0.009308329981017575,0.0002489186515534811,0.02268521698858435
2023-06-28 10:32:35.619307,0.013597887881100177,0.009655275696282054,0.0002582286763041011,0.02351139225368633
2023-06-28 10:32:50.621828,0.014066707901656627,0.009996627776835229,0.0002675159555000549,0.02433085163399191
2023-06-28 10:33:05.621845,0.014535451404750347,0.010345212923038999,0.0002768019814648193,0.025157466309254167
2023-06-28 10:33:20.622520,0.01500421480834484,0.010687668500458465,0.0002860912736778977,0.025977974582481207
2023-06-28 10:33:35.625754,0.015473058268427849,0.011031303536507355,0.00029538049249831094,0.026799742297433513
2023-06-28 10:33:50.628594,0.015941889777779578,0.011375192044319379,0.0003046680177349559,0.027621749839833912
2023-06-28 10:34:05.622198,0.016410432703793047,0.011720006699579491,0.00031395407481962404,0.02844439347819216
2023-06-28 10:34:20.625650,0.01687928269803524,0.012068672571391596,0.00032324450301343254,0.02927119977244027
2023-06-28 10:34:35.590225,0.017346917271614075,0.01238722340850883,0.0003325331339045828,0.03006667381402749
2023-06-28 10:34:50.587156,0.017815564528107643,0.012706476201898985,0.0003418442116221617,0.030863884941628793
2023-06-28 10:35:05.628163,0.01828558837622404,0.013049851033731368,0.00035115762969234725,0.03168659703964776
2023-06-28 10:35:20.625133,0.01875423541665077,0.01338860996669299,0.00036044590142235894,0.03250329128476613
2023-06-28 10:35:35.629680,0.019223118275403975,0.013731143946781621,0.0003697364044127473,0.03332399862659836
2023-06-28 10:35:50.629466,0.019691855154931544,0.014076074577724999,0.00037902423057548464,0.03414695396323204
2023-06-28 10:36:05.627162,0.020160522326827048,0.014422093789393702,0.00038831266344398327,0.034970928779664755
2023-06-28 10:36:20.632318,0.020629426471889017,0.014765002290792199,0.00039760285669996096,0.035792031619381194
2023-06-28 10:36:35.634974,0.021098250217735766,0.015111111812508899,0.00040689017468120123,0.036616252204925884
2023-06-28 10:36:50.631707,0.02156689079105854,0.015457118981370128,0.0004161761223271316,0.03744018589475582
2023-06-28 10:37:05.632960,0.02203567212074995,0.01580572439629336,0.00042546459689687727,0.038266861113940204
2023-06-28 10:37:20.637746,0.022504561990499498,0.016146139655435147,0.0004347527251943952,0.03908545437112905
2023-06-28 10:37:35.635340,0.022973225563764573,0.01648738115279979,0.00044403831272316345,0.03990464502928753
2023-06-28 10:37:50.636248,0.023441996298730373,0.016830190431948833,0.0004533257420748046,0.04072551247275402
2023-06-28 10:38:05.633097,0.02391063766181469,0.017171427315347723,0.0004626130492039611,0.04154467802636639
